"ID","Артикул","Категория","Название товара","Картинка","Цена товара","Остаток на складе","Остаток на складе Ростов-на-Дону","Ссылка на товар","Описание","Модель товара/model/Артикул","Название производителя/Бренд","Страна производства","Вес товара","Габариты товара","Группа товара/group_id","Емкость бачка","Частота сети, Гц","Потребляемый ток, А","Потребляемая мощность ММА, А","Потребляемая мощность TIG, А","ПВ (40 градусов Цельсия), %","Напряжение холостого хода, В","Сварочный ток MMA, А","Сварочный ток MIG, А","Сварочный ток TIG AC, А","Сварочный ток TIG DC, А","Минимальный диаметр сварочной проволоки MIG, мм","Максимальный диаметр сварочной проволоки MIG, мм","Шум","Максимальный диаметр электрода MMA, мм","Максимальная масса катушки, кг","Скорость подачи проволоки, м/мин","Количество роликов, шт","КПД, %","Степень защиты","Доп. изображения","Расход воздуха","Давление подачи воздуха","Напряжение сети, В","Ширина линий","Страна изготовитель","Максимальный расход краски","Напряжение","Производительность, л/м","Сопло","Видео","Длина электрического кабеля","Количество пистолетов","Максимальная длина шланга","Максимальная скорость","Максимальное давление","Максимальное количество двоичных ходов в минуту","Максимальное сопло","Мотор","Распыление краски","Мощность","Назначение","Резьба на входе воздуха","Насосы подающие","Номинальная мощность","Объем подачи за двоичный ход","Передаточное соотношение","Подача воздуха от компрессора","Привод насоса","Применение","Размер","Расположение бачка","Насос","Вес в упаковке, кг","Давление","Вид насоса","Стеклошарики","Тип двигателя","Плавный пуск","Пропускная способность","Регулировка оборотов","Диаметр диска","Подключение к пылесосу","Min число оборотов","Амплитуда колебания","Тормоз подошвы","Число оборотов"
"1634","Mars20","Для жидких красок","Окрасочный аппарат Schtaer Mars 20","https://specokraska.ru/upload/iblock/ea6/2qxrxafqwizrpvno0z111izf1r8ozlj3/f3ebc55d-1671-11ea-945e-d4ae52a67367_f37827b2-ed09-11ef-ae4a-b03af61ad78a.resize1.jpg","31900","231","8","https://specokraska.ru/catalog/bezvozdushnye-okrasochnye-apparaty_2/stroitelnoe-okrasochnoe-oborudovanie-/elektricheskie-okrasochnye-apparaty_2/porshnevye-elektricheskie-okrasochnye-apparaty_2/dlya-zhidkikh-krasok_1/schtaer-mars-20/","Schtaer Mars 20 предназначен для безвоздушного распыления разных строительных красок с максимальным давлением в 227 бар. Предназначен для нанесения лакокрасочных материалов низкой и средней вязкости на основе растворителя и на водной основе. Подключается к стандартной электрической сети с напряжением 220 вольт. Производительность этого агрегата составляет 2,2 л/мин.

Аппарат довольно мощный (900 W), с относительно невысоким уровнем шума и вибрации (73,9 Дб и 2,84 м/с2). Его можно эксплуатировать при температуре окружающей среды от +5 до +40 С0. Работает с любыми строительными красками, предназначенными для распыления через безвоздушные краскопульты. Совместим с соплами разного диаметра, что позволяет менять скорость распыления и толщину наносимого слоя. Предназначен для нанесения лакокрасочных материалов низкой и средней вязкости на водной основе и на основе растворителя.

Преимущества:

•	компактность и малый вес;
•	долговечный поршневой насос;
•	прочный металлический корпус;
•	высокая скорость нанесения ЛКМ;
•	плавная регулировка давления;
•	экономия краски при распылении.

Комплектация:

•	окрасочный аппарат;
•	безвоздушный краскопульт;
•	сопло 517;
•	шланг 15 метров;
•	удочка;
•	манометр.

Гарантия

Официальная гарантия на окрасочный агрегат — 12 месяцев. Сервис, обслуживание, поставка и цены на оригинальные запасные части и комплектующие, гарантийный и послегарантийный ремонт.
","Mars20","SCHTAER,SCHTAER,SCHTAER","Китай,Китай,КИТАЙ","18","40х40х55","1123","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/075/3sp44998q0yke0h8w8yr5j8fih7jka6p/f3ebc55d-1671-11ea-945e-d4ae52a67367_e770ecc7-ed09-11ef-ae4a-b03af61ad78a.resize1.jpg","","","220","","Китай,Китай","","220V","2,0","0,017“","","","1","45 м","","227,227","","0,021,0,021”","Электрический","","900 Вт,0.9","Под краску","","","","","","","","Профессиональное","","","Поршневой,Поршневой","18.4","","","","","","","","","","","","",""
"1774","SCH-X450","Краскопульты","Безвоздушный краскораспылитель Schtaer SCH-X450","https://specokraska.ru/upload/iblock/497/4cch7ks3crk87o2t68bcnfncvx42cc8e/d2c67790-a098-11ed-ae38-b03af61ad78a_4e8e96fc-9679-11ee-ae41-b03af61ad78a.resize1.jpg","4500","204","19","https://specokraska.ru/catalog/kraskopulty/schtaer-x450-bezvozdushnyy-kraskopult/","SCH-X450 - безвоздушный краскораспылитель, который является неотъемлемой частью процесса отделки поверхностей и используется для распыления материалов под высоким давлением. Применяется для антикора и антигравия, водоэмульсионной краски, грунтовки, для густых красок, покраски, нанесения побелки. Краскопульт безвоздушного распыления подходит для распыления как водных, так и масляных ЛКМ и совместим со всеми окрасочными аппаратами Schtaer и аппаратами других популярных брендов.  

Преимущества: 

•	высокое качество исполнения; 
•	корпус пистолета из высококачественного алюминиевого сплава;
•	поворотный соединитель шланга для более легкого вращения в любом направлении;
•	легкий вес; 
•	мягкий ход спускового крючка; 
•	встроенный фильтр. 

Комплектация: 

•	краскораспылитель; 
•	соплодержатель; 
•	фильтр в ручку;
•	инструкция.

","SCH-X450","SCHTAER,SCHTAER","Китай,Китай,КИТАЙ","0.46","16x5x23","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/091/haek0m2m5rnxrnworqyn3ywhv1dmj07h/d2c67790-a098-11ed-ae38-b03af61ad78a_4d7363d0-9679-11ee-ae41-b03af61ad78a.resize1.jpg","","","","","Китай,Китай","","","","517","","","","","","270, 250 бар","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","",""
"18001","SCH-03-150-5.0-К","Орбитальные","Шлифовальная машинка Schtaer SCH-03-150-5.0 ( + брелок)","https://specokraska.ru/upload/iblock/67e/wzz46jwmqcxus25lvj4zyqm4hc0ky8dl/2602b0cc-5f9f-11ef-ae45-b03af61ad78a_eed60a43-a1be-11ef-ae47-b03af61ad78a.resize1.jpg","16900","855","16","https://specokraska.ru/catalog/shlifmashinki/elektricheskie/ruchnye-shlifmashinki-/orbitalnye/sch-03-150-5-0-k-shlif-mashinka-ruchnaya-220v-50hz-350w-ekstsentrik-5-0-mm-v-kompl-s-brelkom/","Schtaer SCH-03-150 — профессиональная бесщеточная эксцентриковая шлифовальная машинка новой генерации. Используется для шлифовки изделий из дерева, пластика, композитных материалов, красок, лаков, грунтов и других поверхностей. Schtaer SCH-03-150 легко справляется с изогнутыми формами. Подходит для личного пользования.

Герметичная монтажная плата защищена от пыли и влаги. У машинки плавный пуск, 7-скоростной режим и пониженная вибрация. Технология Multi-Air сокращает пылеобразование и сохраняет рабочее место чистым. Магнитный тормоз, тормоз тарелки и удобная рукоятка с улучшенным хватом повышают удобство и качество шлифования. Съемный сетевой шнур позволяет быстро переключаться между шлифмашинками с ходом эксцентрика 5,0 мм и 2,5 мм, если они с пылеотводным шлангом.

Диаметр опоры: 150 мм
Ход эксцентрика: 2,5 или 5,0 мм

Преимущества:  

∙    равномерное и качественное шлифование;
∙    7 скоростей 4000-10000 об/мин;
∙    магнитный тормоз и тормоз тарелки;
∙    плавный пуск;
∙    высокая степень защиты от пыли и влаги(II);
∙    съемный сетевой шнур;
∙    удобная рукоятка с улучшенным хватом;
∙    удобная конструкция;
∙    компактность и малый вес.

Комплектация:

∙    шлифмашина;
∙    пылеотводный шланг;
∙    ключ;
∙    инструкция на русском языке;
∙    съемный сетевой шнур.

Гарантия

Официальная гарантия — 12 месяцев. Сервис, обслуживание, поставка и цены на оригинальные запасные части и комплектующие, гарантийный и послегарантийный ремонт.","SCH-03-150-5.0-К","SCHTAER,SCHTAER,SCHTAER","Китай,КИТАЙ","1.6","20х40х15","1145","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/504/clx9115rb5fck3ai2zslf1j7uyy300dx/2602b0cc-5f9f-11ef-ae45-b03af61ad78a_eed609a7-a1be-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","Китай","","220V","","","","","","","","","","","","","350","","","","","","","","","","","","","2.2","","","","бесщеточный","Да","","есть","150","есть","4000","5","есть","10000"
"18145","SCH-X690","Краскопульты","*SCH-X690 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","https://specokraska.ru/upload/iblock/c2c/iigv8om1t98sopdw0gb5ymc9sqc66xu0/3e6f31d7-b158-11ef-ae47-b03af61ad78a_4a5b6ce3-bc6e-11ef-ae48-b03af61ad78a.resize1.jpg","5900","325","14","https://specokraska.ru/catalog/kraskopulty/sch-x690-kraskoracpylitel-bezvozdushnyy-250-bar-1-4-npsm-7-8/","*SCH-X690 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","SCH-X690","SCHTAER,SCHTAER","","","","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/618/jxpoj14s47mnner3m099z7uq2qem7gi4/3e6f31d7-b158-11ef-ae47-b03af61ad78a_c6305ed4-b16d-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18146","SCH-X5","Краскопульты","*SCH-X5 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","https://specokraska.ru/upload/iblock/0aa/gt5rscbuj5p1q2h7uip203dlh7xspyrl/b0a5388e-b158-11ef-ae47-b03af61ad78a_9c145f7f-bc6e-11ef-ae48-b03af61ad78a.resize1.jpg","8200","316","15","https://specokraska.ru/catalog/kraskopulty/sch-x5-kraskoracpylitel-bezvozdushnyy-250-bar-1-4-npsm-7-8/","*SCH-X5 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","SCH-X5","SCHTAER,SCHTAER","","","","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/1b3/qyq19lcs7iooutjlieblgppzaihr9h16/b0a5388e-b158-11ef-ae47-b03af61ad78a_6ec66da4-b16e-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18715","SCH-W321-Y","Сопла","*SCH-W321-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/ddc/kmqlafn9wnuuu1oxx0oojip7mf3w18qp/fc67d924-c3ce-11ed-ae38-b03af61ad78a_25c6dc44-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","300","15","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w321-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W321-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W321-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/2b2/ub9sg1br25cd60zoo8djapitq87xp77i/fc67d924-c3ce-11ed-ae38-b03af61ad78a_25c6dc10-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18721","SCH-W515-Y","Сопла","*SCH-W515-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/942/zljhts31wfqwyeguezteve07gf12gamj/67232c47-c3cf-11ed-ae38-b03af61ad78a_d2f9ae30-f443-11ef-ae4b-b03af61ad78a.resize1.jpg","880","473","16","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w515-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W515-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W515-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/4fc/4x7q77j0g8spjtbv4848kwmvptag6vv7/67232c47-c3cf-11ed-ae38-b03af61ad78a_d2f9adfc-f443-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18722","SCH-W517-Y","Сопла","*SCH-W517-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/4ef/2h8pcxun4z3mfjdce4ssz4zoq6p553oy/89127b26-c3cf-11ed-ae38-b03af61ad78a_89879aaa-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","300","14","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w517-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W517-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W517-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/842/mqjtuzraj52ovc5t9aepa8dx7ub9qd3h/89127b26-c3cf-11ed-ae38-b03af61ad78a_89879a2e-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18723","SCH-W519-Y","Сопла","*SCH-W519-Y реверсивное безвоздушное сопло, цвет: желтый","","880","676","17","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w519-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W519-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W519-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/827/yrh9de3ov0rdll18gtjeq10sp74oi3pa/SCH-W front.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18735","SCH-W433-Y","Сопла","*SCH-W433-Y реверсивное безвоздушное сопло, цвет: желтый","","880","262","6","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w433-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W433-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W433-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/5e3/2m2793xkd5nwarbu2phrv0ipiw1sz55p/SCH-W front.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18748","SCH-W323-Y ","Сопла","*SCH-W323-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/360/mz1qaxmsu3do04to0s7jdkoy20ct61dd/f9552a43-6804-11ee-ae3d-b03af61ad78a_0bcc1814-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","229","19","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w323-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W323-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W323-Y ","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/db9/j4ftra3b7cnbpjtrqyrldnrpbc91vicc/f9552a43-6804-11ee-ae3d-b03af61ad78a_0bcc17e0-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18755","SCH-W435-Y","Сопла","*SCH-W435-Y реверсивное безвоздушное сопло, цвет: желтый","","880","320","11","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w435-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W435-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W435-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22132","SCH-XHD321-G","Сопла","*SCH-XHD321-G реверсивное безвоздушное сопло, цвет: серый","","1500","154","10","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd321-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD321-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD321-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22133","SCH-XHD323-G","Сопла","*SCH-XHD323-G реверсивное безвоздушное сопло, цвет: серый","","1500","171","13","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd323-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD323-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD323-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22134","SCH-XHD517-G","Сопла","*SCH-XHD517-G реверсивное безвоздушное сопло, цвет: серый","","1500","272","15","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-xhd517-g-reversivnoe-bezvozdushnoe-soplo-tsvet-seryy/","*SCH-XHD517-G реверсивное безвоздушное сопло, цвет: серый","SCH-XHD517-G","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
