"ID","Артикул","Категория","Название товара","Картинка","Цена товара","Остаток на складе","Остаток на складе Ростов-на-Дону","Ссылка на товар","Описание","Модель товара/model/Артикул","Название производителя/Бренд","Страна производства","Вес товара","Габариты товара","Группа товара/group_id","Емкость бачка","Частота сети, Гц","Потребляемый ток, А","Потребляемая мощность ММА, А","Потребляемая мощность TIG, А","ПВ (40 градусов Цельсия), %","Напряжение холостого хода, В","Сварочный ток MMA, А","Сварочный ток MIG, А","Сварочный ток TIG AC, А","Сварочный ток TIG DC, А","Минимальный диаметр сварочной проволоки MIG, мм","Максимальный диаметр сварочной проволоки MIG, мм","Шум","Максимальный диаметр электрода MMA, мм","Максимальная масса катушки, кг","Скорость подачи проволоки, м/мин","Количество роликов, шт","КПД, %","Степень защиты","Доп. изображения","Расход воздуха","Давление подачи воздуха","Напряжение сети, В","Ширина линий","Страна изготовитель","Максимальный расход краски","Напряжение","Производительность, л/м","Сопло","Видео","Длина электрического кабеля","Количество пистолетов","Максимальная длина шланга","Максимальная скорость","Максимальное давление","Максимальное количество двоичных ходов в минуту","Максимальное сопло","Мотор","Распыление краски","Мощность","Назначение","Резьба на входе воздуха","Насосы подающие","Номинальная мощность","Объем подачи за двоичный ход","Передаточное соотношение","Подача воздуха от компрессора","Привод насоса","Применение","Размер","Расположение бачка","Насос","Вес в упаковке, кг","Давление","Вид насоса","Стеклошарики","Тип двигателя","Плавный пуск","Пропускная способность","Регулировка оборотов","Диаметр диска","Подключение к пылесосу","Min число оборотов","Амплитуда колебания","Тормоз подошвы","Число оборотов"
"15141","0097024","Фильтры","Фильтр Schtaer 50М белый 0097024 Wagner","https://specokraska.ru/upload/iblock/841/lr2n63b8nkhinlxwfzx80nyl39exuwl3/db588938-1626-11e4-940f-d4ae52a67367_cd938c2d-bf7e-11ee-ae41-b03af61ad78a.resize1.jpg","125","272","30","https://specokraska.ru/catalog/komplektuyushchie/filtry/0097024-filtr-setchatyy-50-mesh-belyy-wagner/","Фильтр предназначен для финишной очистки краски. Он играет важную роль в поддержании качества нанесения краски на поверхность, предотвращая попадание пыли, крупных частиц и других загрязнений, которые могут испортить конечный результат.

Вы можете подобрать фильтр для окрасочного аппарата, исходя из типа наносимого материала и его вязкости. Так, фильтры с крупной сеткой (модификация 30) используются для нанесения высоковязких материалов (краски по металлу, водные и водоэмульсионные краски, латексные краски, антикоррозионные краски, грунтовки по металлу, масленые краски, огнезащитные материалы, теплоизоляционные краски, эмали). Фильтры со средней сеткой (60 и 100) используются для нанесения материалов средней вязкости: краски по металлу, водные краски, водоэмульсионные краски, латексные краски, масленые краски и другие. 


Преимущества:

•    обеспечивает качественное и равномерное покрытие;
•    защищает оборудование от попадание посторонних частиц;
•    помогает поддерживать чистоту рабочего помещения.
","0097024","SCHTAER,SCHTAER","КИТАЙ","","","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15142","0097025","Фильтры","Фильтр Schtaer 30М зеленый 0097025 Wagner","https://specokraska.ru/upload/iblock/bac/w6oibgw9ylnwkwxor4t0ssnqu0lzi6i0/7a4e5686-44a0-11e4-940f-d4ae52a67367_b3bc2e37-bf7e-11ee-ae41-b03af61ad78a.resize1.jpg","125","263","16","https://specokraska.ru/catalog/komplektuyushchie/filtry/0097025-filtr-setchatyy-30-mesh-zelenyy-wagner/","Фильтр предназначен для финишной очистки краски. Он играет важную роль в поддержании качества нанесения краски на поверхность, предотвращая попадание пыли, крупных частиц и других загрязнений, которые могут испортить конечный результат.

Вы можете подобрать фильтр для окрасочного аппарата, исходя из типа наносимого материала и его вязкости. Так, фильтры с крупной сеткой (модификация 30) используются для нанесения высоковязких материалов (краски по металлу, водные и водоэмульсионные краски, латексные краски, антикоррозионные краски, грунтовки по металлу, масленые краски, огнезащитные материалы, теплоизоляционные краски, эмали). Фильтры со средней сеткой (60 и 100) используются для нанесения материалов средней вязкости: краски по металлу, водные краски, водоэмульсионные краски, латексные краски, масленые краски и другие. 


Преимущества:

•    обеспечивает качественное и равномерное покрытие;
•    защищает оборудование от попадание посторонних частиц;
•    помогает поддерживать чистоту рабочего помещения.
","0097025","SCHTAER,SCHTAER","КИТАЙ","","","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15143","0097023","Фильтры","Фильтр Schtaer 100М желтый 0097023 Wagner","https://specokraska.ru/upload/iblock/9a5/90ax1dkocddtm329dk5zrf1razpxhl0o/b52b0796-4540-11e4-940f-d4ae52a67367_e7f552d6-bf7e-11ee-ae41-b03af61ad78a.resize1.jpg","125","894","31","https://specokraska.ru/catalog/komplektuyushchie/filtry/0097023-filtr-setchatyy-100-mesh-zheltyy-wagner/","Фильтр предназначен для финишной очистки краски. Он играет важную роль в поддержании качества нанесения краски на поверхность, предотвращая попадание пыли, крупных частиц и других загрязнений, которые могут испортить конечный результат.

Вы можете подобрать фильтр для окрасочного аппарата, исходя из типа наносимого материала и его вязкости. Так, фильтры с крупной сеткой (модификация 30) используются для нанесения высоковязких материалов (краски по металлу, водные и водоэмульсионные краски, латексные краски, антикоррозионные краски, грунтовки по металлу, масленые краски, огнезащитные материалы, теплоизоляционные краски, эмали). Фильтры со средней сеткой (60 и 100) используются для нанесения материалов средней вязкости: краски по металлу, водные краски, водоэмульсионные краски, латексные краски, масленые краски и другие. 


Преимущества:

•    обеспечивает качественное и равномерное покрытие;
•    защищает оборудование от попадание посторонних частиц;
•    помогает поддерживать чистоту рабочего помещения.
","0097023","SCHTAER,SCHTAER","КИТАЙ","","","170","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1634","Mars20","Для жидких красок","Окрасочный аппарат Schtaer Mars 20","https://specokraska.ru/upload/iblock/7ba/b2nxrd230n69sy2frn77rl3gor6zbie0/f3ebc55d-1671-11ea-945e-d4ae52a67367_f37827b2-ed09-11ef-ae4a-b03af61ad78a.resize1.jpg","31900","198","5","https://specokraska.ru/catalog/bezvozdushnye-okrasochnye-apparaty_2/stroitelnoe-okrasochnoe-oborudovanie-/elektricheskie-okrasochnye-apparaty_2/porshnevye-elektricheskie-okrasochnye-apparaty_2/dlya-zhidkikh-krasok_1/schtaer-mars-20/","Schtaer Mars 20 предназначен для безвоздушного распыления разных строительных красок с максимальным давлением в 227 бар. Предназначен для нанесения лакокрасочных материалов низкой и средней вязкости на основе растворителя и на водной основе. Подключается к стандартной электрической сети с напряжением 220 вольт. Производительность этого агрегата составляет 2,2 л/мин.

Аппарат довольно мощный (900 W), с относительно невысоким уровнем шума и вибрации (73,9 Дб и 2,84 м/с2). Его можно эксплуатировать при температуре окружающей среды от +5 до +40 С0. Работает с любыми строительными красками, предназначенными для распыления через безвоздушные краскопульты. Совместим с соплами разного диаметра, что позволяет менять скорость распыления и толщину наносимого слоя. Предназначен для нанесения лакокрасочных материалов низкой и средней вязкости на водной основе и на основе растворителя.

Преимущества:

•	компактность и малый вес;
•	долговечный поршневой насос;
•	прочный металлический корпус;
•	высокая скорость нанесения ЛКМ;
•	плавная регулировка давления;
•	экономия краски при распылении.

Комплектация:

•	окрасочный аппарат;
•	безвоздушный краскопульт;
•	сопло 517;
•	шланг 15 метров;
•	удочка;
•	манометр.

Гарантия

Официальная гарантия на окрасочный агрегат — 12 месяцев. Сервис, обслуживание, поставка и цены на оригинальные запасные части и комплектующие, гарантийный и послегарантийный ремонт.
","Mars20","SCHTAER,SCHTAER,SCHTAER","Китай,Китай,КИТАЙ","18","40х40х55","1123","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/838/5vrrcwxzmo8bt3a2y3ttbo4no1erc20e/f3ebc55d-1671-11ea-945e-d4ae52a67367_e770ecc7-ed09-11ef-ae4a-b03af61ad78a.resize1.jpg","","","220","","Китай,Китай","","220V","2,0","0,017“","","","1","45 м","","227,227","","0,021,0,021”","Электрический","","900 Вт,0.9","Под краску","","","","","","","","Профессиональное","","","Поршневой,Поршневой","18.4","","","","","","","","","","","","",""
"1774","SCH-X450","Краскопульты","Безвоздушный краскораспылитель Schtaer SCH-X450","https://specokraska.ru/upload/iblock/123/7r7tp1cs9lsy29ry8ujs8uwwwlnotdx6/d2c67790-a098-11ed-ae38-b03af61ad78a_4e8e96fc-9679-11ee-ae41-b03af61ad78a.resize1.jpg","4500","81","27","https://specokraska.ru/catalog/kraskopulty/schtaer-x450-bezvozdushnyy-kraskopult/","SCH-X450 - безвоздушный краскораспылитель, который является неотъемлемой частью процесса отделки поверхностей и используется для распыления материалов под высоким давлением. Применяется для антикора и антигравия, водоэмульсионной краски, грунтовки, для густых красок, покраски, нанесения побелки. Краскопульт безвоздушного распыления подходит для распыления как водных, так и масляных ЛКМ и совместим со всеми окрасочными аппаратами Schtaer и аппаратами других популярных брендов.  

Преимущества: 

•	высокое качество исполнения; 
•	корпус пистолета из высококачественного алюминиевого сплава;
•	поворотный соединитель шланга для более легкого вращения в любом направлении;
•	легкий вес; 
•	мягкий ход спускового крючка; 
•	встроенный фильтр. 

Комплектация: 

•	краскораспылитель; 
•	соплодержатель; 
•	фильтр в ручку;
•	инструкция.

","SCH-X450","SCHTAER,SCHTAER","Китай,Китай,КИТАЙ","0.46","16x5x23","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/a69/2g1w4e8whldltu24igx622puxb4yy218/d2c67790-a098-11ed-ae38-b03af61ad78a_4d7363d0-9679-11ee-ae41-b03af61ad78a.resize1.jpg","","","","","Китай,Китай","","","","517","","","","","","270, 250 бар","","","","","","","","","","","","","","","","","","0.6","","","","","","","","","","","","",""
"18001","SCH-03-150-5.0-К","Орбитальные","Шлифовальная машинка Schtaer SCH-03-150-5.0 ( + брелок)","https://specokraska.ru/upload/iblock/2be/v33nw31locqgaq6gtj0utej30qf1qijt/2602b0cc-5f9f-11ef-ae45-b03af61ad78a_eed60a43-a1be-11ef-ae47-b03af61ad78a.resize1.jpg","16900","399","11","https://specokraska.ru/catalog/shlifmashinki/elektricheskie/ruchnye-shlifmashinki-/orbitalnye/sch-03-150-5-0-k-shlif-mashinka-ruchnaya-220v-50hz-350w-ekstsentrik-5-0-mm-v-kompl-s-brelkom/","Schtaer SCH-03-150 — профессиональная бесщеточная эксцентриковая шлифовальная машинка новой генерации. Используется для шлифовки изделий из дерева, пластика, композитных материалов, красок, лаков, грунтов и других поверхностей. Schtaer SCH-03-150 легко справляется с изогнутыми формами. Подходит для личного пользования.

Герметичная монтажная плата защищена от пыли и влаги. У машинки плавный пуск, 7-скоростной режим и пониженная вибрация. Технология Multi-Air сокращает пылеобразование и сохраняет рабочее место чистым. Магнитный тормоз, тормоз тарелки и удобная рукоятка с улучшенным хватом повышают удобство и качество шлифования. Съемный сетевой шнур позволяет быстро переключаться между шлифмашинками с ходом эксцентрика 5,0 мм и 2,5 мм, если они с пылеотводным шлангом.

Диаметр опоры: 150 мм
Ход эксцентрика: 2,5 или 5,0 мм

Преимущества:  

∙    равномерное и качественное шлифование;
∙    7 скоростей 4000-10000 об/мин;
∙    магнитный тормоз и тормоз тарелки;
∙    плавный пуск;
∙    высокая степень защиты от пыли и влаги(II);
∙    съемный сетевой шнур;
∙    удобная рукоятка с улучшенным хватом;
∙    удобная конструкция;
∙    компактность и малый вес.

Комплектация:

∙    шлифмашина;
∙    пылеотводный шланг;
∙    ключ;
∙    инструкция на русском языке;
∙    съемный сетевой шнур.

Гарантия

Официальная гарантия — 12 месяцев. Сервис, обслуживание, поставка и цены на оригинальные запасные части и комплектующие, гарантийный и послегарантийный ремонт.","SCH-03-150-5.0-К","SCHTAER,SCHTAER,SCHTAER","Китай,КИТАЙ","1.2","20х40х15","1145","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/10b/4hbpk5zlvwov0em1uyg0nuvehmmfw6b9/2602b0cc-5f9f-11ef-ae45-b03af61ad78a_eed609a7-a1be-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","Китай","","220V","","","","","","","","","","","","","400","","","","","","","","","","","","","2.2","","","","бесщеточный","Да","","есть","150","есть","4000","5","есть","10000"
"18145","SCH-X690","Краскопульты","*SCH-X690 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","https://specokraska.ru/upload/iblock/736/57z5rfjwt86ceyb4bfpldwezzk8brz4w/3e6f31d7-b158-11ef-ae47-b03af61ad78a_4a5b6ce3-bc6e-11ef-ae48-b03af61ad78a.resize1.jpg","5900","307","13","https://specokraska.ru/catalog/kraskopulty/sch-x690-kraskoracpylitel-bezvozdushnyy-250-bar-1-4-npsm-7-8/","*SCH-X690 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","SCH-X690","SCHTAER,SCHTAER","","","","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/4b0/ekmmd6l2q239l9bn9o94kbwj6pd0reuz/3e6f31d7-b158-11ef-ae47-b03af61ad78a_c6305ed4-b16d-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18146","SCH-X5","Краскопульты","*SCH-X5 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","https://specokraska.ru/upload/iblock/64f/ngaurbpf2iy9dvj17zedrjc370700abk/b0a5388e-b158-11ef-ae47-b03af61ad78a_9c145f7f-bc6e-11ef-ae48-b03af61ad78a.resize1.jpg","8200","298","15","https://specokraska.ru/catalog/kraskopulty/sch-x5-kraskoracpylitel-bezvozdushnyy-250-bar-1-4-npsm-7-8/","*SCH-X5 Краскораcпылитель безвоздушный,  250 бар, 1/4"" NPSM, 7/8""","SCH-X5","SCHTAER,SCHTAER","","","","135","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/c06/x7wb0hwk6sl491p9gvtn7974l4n5n8qy/b0a5388e-b158-11ef-ae47-b03af61ad78a_6ec66da4-b16e-11ef-ae47-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18715","SCH-W321-Y","Сопла","*SCH-W321-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/3a6/3690125uawhxu278p0sp8213bodxm1g7/fc67d924-c3ce-11ed-ae38-b03af61ad78a_25c6dc44-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","275","15","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w321-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W321-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W321-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/cc6/p7twvnw98oem2l5ivp5zr6mii9yv1elw/fc67d924-c3ce-11ed-ae38-b03af61ad78a_25c6dc10-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18721","SCH-W515-Y","Сопла","*SCH-W515-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/0db/uzqu5r6p85vwek3o0a7trwvoi1g2plzj/67232c47-c3cf-11ed-ae38-b03af61ad78a_d2f9ae30-f443-11ef-ae4b-b03af61ad78a.resize1.jpg","880","441","15","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w515-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W515-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W515-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/360/bv7l61i15j77s8tqvw30wuwrd76e5aj0/67232c47-c3cf-11ed-ae38-b03af61ad78a_d2f9adfc-f443-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18722","SCH-W517-Y","Сопла","*SCH-W517-Y реверсивное безвоздушное сопло, цвет: желтый","https://specokraska.ru/upload/iblock/cf9/37jmfue5ok85amqokf7ip2hqxk6h1gr6/89127b26-c3cf-11ed-ae38-b03af61ad78a_89879aaa-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","880","262","14","https://specokraska.ru/catalog/komplektuyushchie/sopla/sch-w517-y-reversivnoe-bezvozdushnoe-soplo-tsvet-zheltyy/","*SCH-W517-Y реверсивное безвоздушное сопло, цвет: желтый","SCH-W517-Y","SCHTAER,SCHTAER","КИТАЙ","","","167","","","","","","","","","","","","","","","","","","","","","https://specokraska.ru/upload/iblock/6db/g119kxmvpgervcg8krt3ivbdswhykxzc/89127b26-c3cf-11ed-ae38-b03af61ad78a_89879a2e-f444-11ef-ae4b-b03af61ad78a.resize1.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
